prompt,completion,guess,stage,secret
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FAULD: F(x) A(x) U(-) L(x) D(x)
LARKY: L(x) A(x) R(x) K(x) Y(x)
ROMEO: R(x) O(x) M(x) E(x) O(x)
KRAYS: K(x) R(x) A(x) Y(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Combining all the position and letter information, I can deduce the most probable answer.</think><guess>GUQIN</guess>",GUQIN,late_game,GUQIN
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
CLEAT: C(x) L(-) E(-) A(x) T(x)
FAQIR: F(x) A(x) Q(x) I(x) R(-)
POTAE: P(x) O(x) T(x) A(x) E(-)
CLYPE: C(x) L(-) Y(x) P(x) E(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>RULES</guess>",RULES,late_game,RULES
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
YANGS: Y(-) A(x) N(x) G(x) S(x)
DEEPS: D(x) E(x) E(x) P(x) S(x)
MOTIF: M(x) O(✓) T(✓) I(x) F(x)
BESTI: B(x) E(x) S(x) T(-) I(x)
LOUED: L(-) O(✓) U(x) E(x) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>HOTLY</guess>",HOTLY,late_game,HOTLY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GOOKS: G(x) O(x) O(x) K(x) S(x)
MIKVA: M(-) I(x) K(x) V(x) A(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains M but in different positions. I can eliminate G, K, S. Let me choose a word that satisfies these constraints.</think><guess>DEMUR</guess>",DEMUR,mid_game,DEMUR
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TYRED: T(x) Y(x) R(x) E(x) D(x)
FIRIE: F(x) I(x) R(x) I(x) E(x)
EYASS: E(x) Y(x) A(✓) S(-) S(x)
TELOI: T(x) E(x) L(x) O(x) I(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>SNACK</guess>",SNACK,late_game,SNACK
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TEALS: T(x) E(-) A(x) L(x) S(✓)
DATES: D(x) A(x) T(x) E(✓) S(✓)
AREIC: A(x) R(x) E(-) I(x) C(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5, E is at position 4. The word contains E but in different positions. I can eliminate D, R, T. Let me choose a word that satisfies these constraints.</think><guess>POPES</guess>",POPES,mid_game,POPES
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
MOOBS: M(✓) O(x) O(x) B(x) S(✓)
STEWS: S(x) T(x) E(x) W(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know M is at position 1, S is at position 5. I can eliminate T, B, S. Let me choose a word that satisfies these constraints.</think><guess>MURRS</guess>",MURRS,mid_game,MURRS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
MOXIE: M(x) O(x) X(x) I(x) E(-)
EIKON: E(-) I(x) K(x) O(x) N(x)
PHONO: P(x) H(-) O(x) N(x) O(x)
SORTS: S(x) O(x) R(x) T(x) S(x)
ZOOTY: Z(-) O(x) O(x) T(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>Based on all the feedback, I can narrow down the possibilities to very few words. Let me choose the most likely candidate.</think><guess>HAZEL</guess>",HAZEL,late_game,HAZED
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
GERMY: G(x) E(✓) R(x) M(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know E is at position 2. I can eliminate G, Y, R. Let me choose a word that satisfies these constraints.</think><guess>LENDS</guess>",LENDS,mid_game,LENDS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>TEARS</guess>,TEARS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
AFRIT: A(x) F(x) R(x) I(x) T(-)
ADYTA: A(x) D(x) Y(-) T(-) A(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains T, Y but in different positions. I can eliminate D, F, I. Let me choose a word that satisfies these constraints.</think><guess>LYTES</guess>",LYTES,mid_game,TECHY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BAITH: B(x) A(-) I(x) T(x) H(✓)
GOUCH: G(x) O(x) U(-) C(x) H(✓)
MIDGE: M(-) I(x) D(x) G(x) E(x)
QUATS: Q(x) U(-) A(-) T(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>UMRAH</guess>",UMRAH,late_game,UMRAH
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
TAFFY: T(-) A(✓) F(x) F(x) Y(x)
CIRLS: C(x) I(x) R(x) L(x) S(✓)
SWILE: S(-) W(x) I(x) L(x) E(x)
CONGE: C(x) O(x) N(x) G(-) E(x)
QUIRT: Q(x) U(x) I(x) R(x) T(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>GASTS</guess>",GASTS,late_game,GASTS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>ABLER</guess>,ABLER,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>SUDSY</guess>,SUDSY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DRIES: D(x) R(x) I(x) E(x) S(✓)
BLAIN: B(x) L(x) A(x) I(x) N(x)
OUSTS: O(-) U(x) S(x) T(x) S(✓)
TEAED: T(x) E(x) A(x) E(x) D(x)
LAGER: L(x) A(x) G(-) E(x) R(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>GYPOS</guess>",GYPOS,late_game,GYPOS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
LAMPS: L(x) A(-) M(x) P(x) S(✓)
FLANS: F(x) L(x) A(✓) N(x) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know S is at position 5, A is at position 3. The word contains A but in different positions. I can eliminate F, L, M. Let me choose a word that satisfies these constraints.</think><guess>BHAIS</guess>",BHAIS,mid_game,BHAIS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
PRILL: P(x) R(x) I(x) L(x) L(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I can eliminate I, L, P. Let me choose a word that satisfies these constraints.</think><guess>YOBBY</guess>",YOBBY,mid_game,AZANS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
DEFFO: D(x) E(x) F(x) F(x) O(-)
GOOKY: G(-) O(✓) O(x) K(x) Y(x)
CERGE: C(x) E(x) R(x) G(-) E(x)
TOLED: T(x) O(✓) L(x) E(x) D(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>BOING</guess>",BOING,late_game,BOING
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
NINNY: N(x) I(x) N(x) N(x) Y(x)
SPERM: S(-) P(x) E(-) R(x) M(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains S, E but in different positions. I can eliminate Y, M, N. Let me choose a word that satisfies these constraints.</think><guess>HESTS</guess>",HESTS,mid_game,JEFFS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>GROGS</guess>,GROGS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
HOURI: H(-) O(x) U(x) R(x) I(✓)
REIFY: R(x) E(x) I(-) F(x) Y(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know I is at position 5. The word contains I, H but in different positions. I can eliminate U, F, E. Let me choose a word that satisfies these constraints.</think><guess>THYMI</guess>",THYMI,mid_game,MYTHI
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
OGMIC: O(✓) G(x) M(x) I(-) C(x)
SCOOG: S(x) C(x) O(-) O(x) G(x)
IGAPO: I(-) G(x) A(-) P(x) O(-)
LATHY: L(x) A(-) T(x) H(x) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>OUIJA</guess>",OUIJA,late_game,OUIJA
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>CORKS</guess>,CORKS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>Beginning with a balanced mix of vowels and consonants in common positions.</think><guess>ZANTE</guess>,ZANTE,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>NIRLS</guess>,NIRLS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
COVES: C(x) O(-) V(x) E(x) S(-)
HEADY: H(x) E(x) A(-) D(x) Y(x)
EXTRA: E(x) X(x) T(-) R(x) A(-)
COMBI: C(x) O(-) M(x) B(x) I(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>ASSOT</guess>",ASSOT,late_game,ASSOT
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
WISHA: W(x) I(x) S(x) H(x) A(-)
BOILS: B(x) O(x) I(x) L(-) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains L, A but in different positions. I can eliminate B, S, W. Let me choose a word that satisfies these constraints.</think><guess>TELAE</guess>",TELAE,mid_game,LATER
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
BARFI: B(x) A(-) R(-) F(x) I(-)
KOKAS: K(x) O(x) K(x) A(-) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains I, R but in different positions. I can eliminate K, F, B. Let me choose a word that satisfies these constraints.</think><guess>GLAIR</guess>",GLAIR,mid_game,ARMIL
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
OCTET: O(x) C(x) T(x) E(x) T(x)
GLENS: G(x) L(x) E(x) N(x) S(-)
SABIN: S(✓) A(-) B(x) I(x) N(x)
BATES: B(x) A(-) T(x) E(x) S(-)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>After eliminating so many options, the answer should be clear from the remaining constraints.</think><guess>SWARD</guess>",SWARD,late_game,SPRAY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
FOURS: F(x) O(x) U(✓) R(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know U is at position 3. I can eliminate F, S, R. Let me choose a word that satisfies these constraints.</think><guess>MAUBY</guess>",MAUBY,mid_game,MAUBY
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
YAUPS: Y(x) A(-) U(x) P(x) S(x)
HOLMS: H(x) O(-) L(-) M(x) S(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains L, A but in different positions. I can eliminate U, Y, S. Let me choose a word that satisfies these constraints.</think><guess>BLOAT</guess>",BLOAT,mid_game,OCTAL
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll start with a word containing common vowels and consonants to maximize information gain.</think><guess>FLOGS</guess>,FLOGS,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
CHIMO: C(x) H(-) I(x) M(x) O(x)
ONLAY: O(x) N(x) L(✓) A(-) Y(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>I know L is at position 3. The word contains H, A but in different positions. I can eliminate Y, C, M. Let me choose a word that satisfies these constraints.</think><guess>HALFA</guess>",HALFA,mid_game,HALFA
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:",<think>I'll choose a word with common letters in typical positions for English words.</think><guess>KELTY</guess>,KELTY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
INRUN: I(x) N(x) R(x) U(-) N(x)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>The word contains U but in different positions. I can eliminate I, N, R. Let me choose a word that satisfies these constraints.</think><guess>GAUZY</guess>",GAUZY,mid_game,POUFF
"You are playing Wordle. Your goal is to guess a 5-letter word.

Previous guesses:
SATAY: S(-) A(x) T(x) A(x) Y(x)
SOARE: S(-) O(x) A(x) R(x) E(-)
WEELS: W(x) E(x) E(✓) L(-) S(✓)
LOXES: L(-) O(x) X(x) E(-) S(✓)

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your next guess:","<think>With so many constraints identified, there are only a handful of valid words remaining. I'll pick the one that best fits.</think><guess>GLEDS</guess>",GLEDS,late_game,GLEDS
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>LOBBY</guess>",LOBBY,first_guess,
"You are playing Wordle. Your goal is to guess a 5-letter word.

Output format:
<think>your reasoning</think><guess>WORD</guess>

Make your first guess:","<think>Let me begin with a word that has high-frequency letters like E, A, R, S, and T.</think><guess>ZOEAE</guess>",ZOEAE,first_guess,
